,id,Hull Volume,Hull Volume 1-2,Hull Volume 1-3,Hull Volume 2-3,Hull Volume Per Atom,Hull Volume 1-2 Per Atom,Hull Volume 1-3 Per Atom,Hull Volume 2-3 Per Atom,Unique 1,Unique 2,Unique 3,Clusters,Clusters Per Atom,Clusters 1-2,Clusters 1-3,Clusters 2-3,Clusters 1-2 Per Atom,Clusters 1-3 Per Atom,Clusters 2-3 Per Atom
0,1439,585.3780854448148,107.11879188193953,98.63769522040005,87.21150995884221,7.317226068060185,1.338984898524244,1.2329711902550007,1.0901438744855276,80,79,75,53,0.6625,60,1,45,0.75,0.0125,0.5625
0,144,297.10148242819787,75.77369179130234,58.55302766264789,42.176461504265305,7.427537060704947,1.8943422947825586,1.4638256915661974,1.0544115376066325,40,40,40,23,0.575,35,37,33,0.875,0.925,0.825
0,1440,496.93994492038104,118.96280660714226,105.78283828592271,25.830064601489354,6.211749311504763,1.4870350825892782,1.322285478574034,0.32287580751861694,40,4,35,20,0.25,11,40,7,0.1375,0.5,0.0875
0,1441,568.9441375831776,100.66743658127179,91.0267411303531,87.03649630032133,7.11180171978972,1.2583429572658973,1.1378342641294137,1.0879562037540167,76,80,48,50,0.625,53,58,46,0.6625,0.725,0.575
0,1442,460.960741121419,155.59459577356415,107.27717117698023,23.633197673978582,5.762009264017737,1.944932447169552,1.340964639712253,0.2954149709247323,78,80,72,19,0.2375,47,55,12,0.5875,0.6875,0.15
0,1443,182.9629734499642,72.40195496185119,49.00237817514618,19.76415277448438,6.098765781665474,2.4133984987283728,1.633412605838206,0.6588050924828127,30,30,10,21,0.7,29,24,18,0.9666666666666667,0.8,0.6
0,1444,535.0835197593581,96.63302854046631,87.31547255566115,83.54457532002844,6.688543996991976,1.2079128567558288,1.0914434069457644,1.0443071915003554,72,80,55,42,0.525,47,55,45,0.5875,0.6875,0.5625
0,1445,169.7632140793269,143.19845261552996,28.615989229096805,17.3270326957114,4.244080351983173,3.579961315388249,0.7153997307274201,0.433175817392785,39,37,38,24,0.6,39,19,30,0.975,0.475,0.75
0,1446,533.5080763210955,96.44268218664551,85.37787356190276,86.29914010352573,6.668850954013694,1.205533527333069,1.0672234195237844,1.0787392512940717,76,64,73,45,0.5625,52,55,55,0.65,0.6875,0.6875
0,1447,172.09370580761612,69.50931951023377,47.122175205704224,18.9415874367538,5.73645686025387,2.316977317007792,1.5707391735234741,0.6313862478917933,30,30,10,21,0.7,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,1448,369.22562000599254,121.09361375618764,52.35614645075093,37.67552699384386,6.153760333433209,2.0182268959364604,0.8726024408458488,0.6279254498973976,60,59,55,36,0.6,45,44,33,0.75,0.7333333333333333,0.55
0,1449,663.6624597220332,111.54997746664927,96.30914565948753,100.58312069603775,8.295780746525415,1.3943747183331159,1.2038643207435942,1.257289008700472,79,73,56,48,0.6,52,45,57,0.65,0.5625,0.7125
0,145,685.8783736206559,119.40063101776752,109.61127529745632,95.99923680928116,8.573479670258198,1.492507887722094,1.370140941218204,1.1999904601160145,77,80,79,48,0.6,53,1,48,0.6625,0.0125,0.6
0,1450,60.897711000379054,45.06527090829056,19.0499832922576,7.150721991360574,3.044885550018953,2.253263545414528,0.95249916461288,0.3575360995680287,18,20,2,16,0.8,19,6,4,0.95,0.3,0.2
0,1451,271.16048518028043,71.55056980640597,54.97305504640918,39.59777589716286,6.779012129507011,1.7887642451601493,1.3743263761602296,0.9899443974290716,40,38,40,29,0.725,35,36,34,0.875,0.9,0.85
0,1452,374.0906218556463,122.12610307815837,52.81146754769861,38.028110426733825,6.234843697594105,2.0354350513026396,0.8801911257949768,0.6338018404455638,60,58,57,31,0.5166666666666667,45,43,28,0.75,0.7166666666666667,0.4666666666666667
0,1453,160.5628262877985,66.48624246578217,45.073569695377756,18.02118412623593,5.352094209593283,2.216208082192739,1.5024523231792586,0.6007061375411976,30,30,9,22,0.7333333333333333,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,1454,257.3000468750178,90.46285388905895,58.38543229892326,25.488265474278933,6.432501171875446,2.261571347226474,1.4596358074730815,0.6372066368569733,40,40,37,12,0.3,30,34,21,0.75,0.85,0.525
0,1455,170.21945241798952,69.02659827316394,46.79504218368487,18.791262168066588,5.673981747266317,2.3008866091054645,1.5598347394561622,0.6263754056022196,30,30,10,17,0.5666666666666667,29,24,13,0.9666666666666667,0.8,0.43333333333333335
0,1456,176.44045473610427,148.51307394733058,27.97360463192307,17.117812443737176,4.411011368402606,3.7128268486832647,0.6993401157980768,0.42794531109342937,40,38,40,6,0.15,39,19,27,0.975,0.475,0.675
0,1457,500.2740220840099,163.63371633929148,112.8348601832954,25.171909061815278,6.253425276050124,2.0454214542411435,1.4104357522911926,0.314648863272691,79,80,77,13,0.1625,48,52,12,0.6,0.65,0.15
0,1458,233.74476303215238,65.05000946923617,49.669147250513525,35.75293144178116,5.84361907580381,1.6262502367309044,1.241728681262838,0.893823286044529,39,40,40,23,0.575,35,36,29,0.875,0.9,0.725
0,1459,570.389083039848,105.23349444922582,96.93346156746128,85.79771430666945,7.1298635379981,1.3154186806153227,1.211668269593266,1.072471428833368,77,74,75,48,0.6,61,1,1,0.7625,0.0125,0.0125
0,146,709.4424210155936,116.6223426097617,102.01074984800363,104.80797639526335,8.86803026269492,1.4577792826220213,1.2751343731000453,1.3100997049407919,71,68,32,48,0.6,51,54,55,0.6375,0.675,0.6875
0,1460,145.98005010413232,126.43986675495525,27.542997642583998,15.296263659534382,3.649501252603308,3.160996668873881,0.6885749410645999,0.38240659148835954,40,40,40,9,0.225,39,22,27,0.975,0.55,0.675
0,1461,232.33522099324844,83.88306163452111,54.416283150516854,23.897543895592374,5.808380524831211,2.0970765408630276,1.3604070787629214,0.5974385973898093,40,39,40,21,0.525,30,36,17,0.75,0.9,0.425
0,1462,514.4408176355485,122.47945224651818,108.1447036041415,26.231783972947923,6.430510220444356,1.5309931530814773,1.3518087950517688,0.32789729966184905,40,4,36,18,0.225,8,40,5,0.1,0.5,0.0625
0,1463,642.57192799451,109.17430162790967,96.16998283677457,97.86404483648039,8.032149099931376,1.364678770348871,1.2021247854596822,1.2233005604560048,79,69,46,44,0.55,47,50,52,0.5875,0.625,0.65
0,1464,152.77506044505887,64.383652416652,43.64878309271523,17.39790368321797,5.092502014835295,2.1461217472217333,1.454959436423841,0.5799301227739323,30,30,9,21,0.7,29,24,16,0.9666666666666667,0.8,0.5333333333333333
0,1465,508.174623797086,165.28804925826753,113.97696248502754,25.45593647542273,6.352182797463575,2.0661006157283444,1.4247120310628443,0.31819920594278417,79,80,76,17,0.2125,50,50,12,0.625,0.625,0.15
0,1466,670.6269107078203,117.57364650640964,107.99124130530922,94.74690307371111,8.382836383847755,1.4696705813301205,1.3498905163163653,1.1843362884213888,77,79,78,42,0.525,57,1,52,0.7125,0.0125,0.65
0,1467,474.4214181437533,116.95027893756948,102.81748020027364,24.496855607794668,5.930267726796916,1.4618784867196184,1.2852185025034204,0.30621069509743337,40,4,40,9,0.1125,16,40,5,0.2,0.5,0.0625
0,1468,553.2249008512294,98.80460826475023,88.39154086537833,87.43677590598163,6.915311260640368,1.2350576033093779,1.1048942608172292,1.0929596988247705,79,69,60,42,0.525,42,66,54,0.525,0.825,0.675
0,1469,176.14282312311283,70.55786559445478,47.83270195025671,19.258264409587504,5.871427437437094,2.3519288531484928,1.5944233983418905,0.6419421469862502,30,30,9,20,0.6666666666666666,29,24,20,0.9666666666666667,0.8,0.6666666666666666
0,147,522.234002336183,95.0796085137421,85.20422202079183,83.96046270892109,6.527925029202288,1.1884951064217764,1.065052775259898,1.0495057838615136,77,73,66,55,0.6875,51,1,46,0.6375,0.0125,0.575
0,1470,197.52930079917545,75.87360121797079,51.49187341876835,20.921713536517345,6.584310026639182,2.529120040599026,1.7163957806256116,0.6973904512172449,30,30,10,21,0.7,29,24,18,0.9666666666666667,0.8,0.6
0,1471,582.2354335062354,106.73274701140288,98.25646136712446,86.80367653630972,7.277942918827942,1.334159337642536,1.2282057670890558,1.0850459567038715,78,78,76,52,0.65,61,1,51,0.7625,0.0125,0.6375
0,1472,181.93600874880917,72.02676153140551,48.828142845397586,19.716657037259672,6.064533624960306,2.4008920510468506,1.627604761513253,0.6572219012419891,30,30,9,18,0.6,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,1473,555.1102704580737,103.29276069502163,95.18468196937137,84.37164103912012,6.938878380725922,1.2911595086877703,1.1898085246171421,1.0546455129890016,80,74,74,51,0.6375,62,1,1,0.775,0.0125,0.0125
0,1474,513.3299840091615,93.99606792778256,84.57600047295382,81.85894054866836,6.416624800114519,1.174950849097282,1.0572000059119229,1.0232367568583545,75,79,67,39,0.4875,49,1,55,0.6125,0.0125,0.6875
0,1475,706.6997274256655,116.32157972592502,102.450366441548,104.21227510538802,8.83374659282082,1.4540197465740627,1.28062958051935,1.3026534388173503,72,70,32,53,0.6625,53,53,55,0.6625,0.6625,0.6875
0,1476,261.6166810163888,69.94357705001146,53.63588847609893,38.6317475233219,6.540417025409719,1.7485894262502863,1.3408972119024731,0.9657936880830474,40,39,40,28,0.7,35,35,32,0.875,0.875,0.8
0,1477,534.0327790745071,96.50625784975196,86.46353008480841,85.2328752980664,6.6754097384313384,1.2063282231218995,1.080794126060105,1.0654109412258301,80,72,69,42,0.525,55,1,54,0.6875,0.0125,0.675
0,1478,563.2679560470912,104.33330832434487,96.11447853809165,85.10415656354897,7.04084945058864,1.304166354054311,1.2014309817261455,1.0638019570443622,78,76,76,46,0.575,59,57,1,0.7375,0.7125,0.0125
0,1479,587.238591216697,107.3488494723438,98.85668903512949,87.4253373362508,7.340482390208713,1.3418606184042976,1.2357086129391186,1.092816716703135,80,76,73,52,0.65,58,63,58,0.725,0.7875,0.725
0,148,162.36587701972977,66.96011244075115,45.39470838123369,18.168376902724454,5.412195900657659,2.232003748025038,1.513156946041123,0.6056125634241485,30,30,9,20,0.6666666666666666,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,1480,765.1185054892157,128.675492414198,117.847049363837,102.54484318748052,9.563981318615197,1.608443655177475,1.4730881170479626,1.2818105398435065,79,75,79,52,0.65,63,66,58,0.7875,0.825,0.725
0,1481,147.06900377785323,130.21926606513435,25.43593503536361,15.687025455809872,3.6767250944463306,3.255481651628359,0.6358983758840903,0.3921756363952468,40,40,39,9,0.225,39,19,28,0.975,0.475,0.7
0,1482,423.5925011150616,111.10163107309765,95.82407128490081,21.853653843667562,5.2949062639382705,1.3887703884137206,1.19780089106126,0.2731706730458445,40,4,41,25,0.3125,9,40,5,0.1125,0.5,0.0625
0,1483,551.437985458724,98.59193094121798,88.96423479678458,85.29330837468696,6.89297481823405,1.2323991367652247,1.1120529349598072,1.066166354683587,80,75,61,34,0.425,52,1,1,0.65,0.0125,0.0125
0,1484,553.7627639119037,98.86879538080252,89.01498435361829,85.77597453443676,6.922034548898796,1.2358599422600316,1.1126873044202286,1.0721996816804595,76,69,56,52,0.65,52,1,1,0.65,0.0125,0.0125
0,1485,566.1898590041208,104.70551818794256,96.44386652769442,85.3551668402875,7.07737323755151,1.308818977349282,1.2055483315961804,1.0669395855035937,76,76,75,41,0.5125,60,1,1,0.75,0.0125,0.0125
0,1486,201.59545949550986,162.1153791621507,30.692512449401473,18.791029891316114,5.039886487387746,4.052884479053768,0.7673128112350368,0.46977574728290283,40,40,37,11,0.275,39,19,30,0.975,0.475,0.75
0,1487,244.9828752830281,87.27530818725099,56.71436106712747,23.30336126099409,6.124571882075703,2.1818827046812745,1.4178590266781868,0.5825840315248523,40,40,32,20,0.5,30,35,15,0.75,0.875,0.375
0,1488,622.2242513016587,106.85741423893239,96.46484106098269,92.34330282261551,7.777803141270733,1.3357176779866549,1.2058105132622836,1.1542912852826939,74,75,40,39,0.4875,53,65,64,0.6625,0.8125,0.8
0,1489,557.6207316893593,99.32700035622456,87.73863767550021,88.98649617924664,6.970259146116992,1.241587504452807,1.0967329709437528,1.1123312022405831,79,72,66,35,0.4375,52,52,59,0.65,0.65,0.7375
0,149,540.3497880097611,97.2651389073103,85.33726791174153,87.48652700593385,6.754372350122014,1.2158142363413789,1.0667158488967692,1.0935815875741732,79,72,70,40,0.5,53,51,53,0.6625,0.6375,0.6625
0,1490,723.90721036378,118.20207429015373,102.99020916390324,106.33685262756543,9.04884012954725,1.4775259286269216,1.2873776145487905,1.329210657844568,74,70,33,57,0.7125,51,59,59,0.6375,0.7375,0.7375
0,1491,582.7283754621086,102.28660009355622,90.87287387626948,91.18581746288346,7.284104693276357,1.2785825011694527,1.1359109234533684,1.1398227182860432,80,72,61,49,0.6125,52,53,55,0.65,0.6625,0.6875
0,1492,573.8951897398317,105.68022402997768,97.32051386610335,86.06897922905048,7.1736898717478965,1.321002800374721,1.2165064233262919,1.075862240363131,80,77,76,41,0.5125,57,1,48,0.7125,0.0125,0.6
0,1493,517.9774457511954,167.05244878538764,115.19762180305447,25.894223163079932,6.474718071889943,2.0881556098173455,1.4399702725381809,0.3236777895384991,78,80,79,14,0.175,47,54,12,0.5875,0.675,0.15
0,1494,715.2689480467261,117.25993887082653,102.75217108347046,105.30535192119052,8.940861850584076,1.4657492358853317,1.2844021385433808,1.3163168990148815,76,67,33,36,0.45,53,55,60,0.6625,0.6875,0.75
0,1495,560.907524167957,104.03409911243867,95.84218522150093,84.87350285725529,7.011344052099463,1.3004262389054833,1.1980273152687615,1.0609187857156912,79,78,76,36,0.45,56,1,1,0.7,0.0125,0.0125
0,1496,199.1268374070888,76.34214158773263,51.75230028511365,21.025003395236926,6.63756124690296,2.544738052924421,1.725076676170455,0.7008334465078975,30,30,10,20,0.6666666666666666,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,1497,512.1818049864863,165.8509371716526,114.36807859753982,25.685326260464763,6.402272562331079,2.073136714645657,1.4296009824692477,0.32106657825580953,78,80,74,15,0.1875,47,50,12,0.5875,0.625,0.15
0,1498,538.8846772857481,101.21767751852147,93.29343376647958,82.77472787222975,6.736058466071851,1.2652209689815184,1.1661679220809948,1.0346840984028718,78,77,76,53,0.6625,52,1,1,0.65,0.0125,0.0125
0,1499,420.4882907392598,147.2239710671007,101.48659713207742,21.963867141466345,5.2561036342407474,1.8402996383387589,1.2685824641509678,0.27454833926832933,80,79,71,7,0.0875,45,53,12,0.5625,0.6625,0.15
0,15,523.1821983243414,167.97854266598668,115.8386445022354,26.127309819250737,6.539777479054267,2.0997317833248337,1.4479830562779425,0.3265913727406342,79,80,72,16,0.2,49,49,12,0.6125,0.6125,0.15
0,150,686.1420698015393,114.05483921063498,98.44886404374384,102.81271957145968,8.57677587251924,1.4256854901329372,1.230610800546798,1.285158994643246,80,63,42,49,0.6125,54,55,59,0.675,0.6875,0.7375
0,1500,508.9161872223408,93.45660374983711,84.33463674373291,80.8715394614648,6.36145234027926,1.168207546872964,1.0541829592966614,1.0108942432683101,79,74,68,51,0.6375,37,1,1,0.4625,0.0125,0.0125
0,1501,173.72413720332298,69.91589186434176,47.397757367931796,19.078364338794017,5.7908045734441,2.330529728811392,1.5799252455977266,0.6359454779598006,30,30,9,17,0.5666666666666667,29,24,17,0.9666666666666667,0.8,0.5666666666666667
0,1502,233.0339957040706,84.20951256395983,54.97797029755301,22.281111557837463,5.825849892601765,2.105237814098996,1.3744492574388252,0.5570277889459365,40,40,26,19,0.475,30,33,15,0.75,0.825,0.375
0,1503,746.5239035406698,126.52907032388684,115.94305362380948,100.9991435521313,9.331548794258373,1.5816133790485856,1.4492881702976184,1.2624892944016413,79,79,78,52,0.65,63,60,53,0.7875,0.75,0.6625
0,1504,56.37038642553748,42.93739381133782,18.178270426398495,6.723837760293427,2.818519321276874,2.146869690566891,0.9089135213199248,0.33619188801467137,20,20,2,15,0.75,19,6,3,0.95,0.3,0.15
0,1505,680.4752615537649,113.42601677237565,97.9131428609919,102.25350380366392,8.505940769422061,1.4178252096546955,1.2239142857623988,1.278168797545799,80,70,47,48,0.6,51,49,55,0.6375,0.6125,0.6875
0,1506,154.03779496482812,135.85474471086573,25.41902302906871,15.58370876345386,3.850944874120703,3.3963686177716434,0.6354755757267178,0.3895927190863465,40,40,37,15,0.375,39,17,29,0.975,0.425,0.725
0,1507,145.92768551855107,62.53465664263123,42.395707507277784,16.825511444598007,4.864256183951702,2.0844885547543743,1.4131902502425928,0.5608503814866003,30,30,9,18,0.6,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,1508,505.0332044498568,92.98074483044334,83.83029766375371,80.26682008481886,6.312915055623209,1.1622593103805419,1.0478787207969213,1.0033352510602358,77,77,57,50,0.625,53,62,50,0.6625,0.775,0.625
0,1509,478.0596746100716,117.58477369287449,103.31277643847696,24.617477353234918,5.9757459326258955,1.4698096711609312,1.291409705480962,0.3077184669154365,40,4,40,20,0.25,13,40,6,0.1625,0.5,0.075
0,151,63.4959987302305,46.218987944818444,19.26001104029593,7.562334632784723,3.174799936511525,2.3109493972409223,0.9630005520147964,0.37811673163923615,20,20,2,15,0.75,19,7,3,0.95,0.35,0.15
0,1510,220.30240696791634,62.580636852243885,47.71651448119415,34.32954610453906,5.507560174197908,1.564515921306097,1.192912862029854,0.8582386526134765,40,40,38,28,0.7,35,37,29,0.875,0.925,0.725
0,1511,620.1889217426944,106.62367926195081,92.07956272607892,96.24609526512475,7.752361521783681,1.3327959907743852,1.1509945340759864,1.2030761908140595,75,68,67,43,0.5375,52,45,61,0.65,0.5625,0.7625
0,1512,565.0807486636602,104.56040617924548,96.33020149635428,85.31480250494776,7.063509358295752,1.3070050772405684,1.2041275187044285,1.0664350313118471,78,77,77,39,0.4875,55,59,53,0.6875,0.7375,0.6625
0,1513,553.4937766612447,98.83671788939316,88.80747017057082,86.73867517175124,6.918672208265559,1.2354589736174144,1.1100933771321353,1.0842334396468905,75,78,64,37,0.4625,45,1,60,0.5625,0.0125,0.75
0,1514,290.2931246894326,92.96596543230484,64.25912142844932,26.708219855451695,7.257328117235815,2.324149135807621,1.606478035711233,0.6677054963862924,40,40,40,8,0.2,30,33,18,0.75,0.825,0.45
0,1515,538.0627575874755,96.99060235120047,85.33422106131066,87.11586683600547,6.725784469843444,1.212382529390006,1.0666777632663833,1.0889483354500684,78,73,70,38,0.475,51,53,56,0.6375,0.6625,0.7
0,1516,573.6024284782942,101.21455475645098,87.43456851845835,91.47079146584242,7.170030355978677,1.2651819344556372,1.0929321064807294,1.1433848933230304,75,74,63,52,0.65,44,54,61,0.55,0.675,0.7625
0,1517,658.2221803001223,116.07628795871618,106.66538949204138,93.73801373767604,8.22777725375153,1.4509535994839522,1.3333173686505173,1.1717251717209505,78,80,77,42,0.525,56,1,54,0.7,0.0125,0.675
0,1518,145.92768551855107,62.53465664263123,42.395707507277784,16.825511444598007,4.864256183951702,2.0844885547543743,1.4131902502425928,0.5608503814866003,30,30,9,20,0.6666666666666666,29,24,16,0.9666666666666667,0.8,0.5333333333333333
0,1519,144.76667387284547,62.29683649584777,42.16515261659367,16.710864134716207,4.825555795761516,2.076561216528259,1.4055050872197892,0.5570288044905403,30,30,9,17,0.5666666666666667,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,152,584.8114163899963,107.04537714301853,98.58089083360578,87.19202007472724,7.310142704874954,1.3380672142877317,1.2322611354200723,1.0899002509340905,80,74,74,53,0.6625,59,1,1,0.7375,0.0125,0.0125
0,1520,652.6094087287375,110.30797473090168,95.24389884435567,99.49086035967643,8.15761760910922,1.378849684136271,1.190548735554446,1.2436357544959553,76,67,59,58,0.725,52,54,58,0.65,0.675,0.725
0,1521,511.8848488687284,93.8197197412182,84.58380697001668,80.98750302860965,6.398560610859105,1.1727464967652275,1.0572975871252086,1.0123437878576207,73,80,57,46,0.575,50,58,53,0.625,0.725,0.6625
0,1522,513.3299840091615,93.99606792778256,84.57600047295382,81.85894054866836,6.416624800114519,1.174950849097282,1.0572000059119229,1.0232367568583545,75,79,67,51,0.6375,48,1,1,0.6,0.0125,0.0125
0,1523,603.0980304417667,109.32697164795042,100.63239358135525,88.86862807347211,7.5387253805220835,1.36658714559938,1.2579049197669405,1.1108578509184013,79,76,77,38,0.475,55,61,51,0.6875,0.7625,0.6375
0,1524,275.3651500242873,72.16922181265694,55.591237738915474,40.031066488559134,6.884128750607182,1.8042305453164236,1.389780943472887,1.0007766622139784,40,39,40,24,0.6,35,35,27,0.875,0.875,0.675
0,1525,227.91854692260023,63.985821551671386,48.82750651800595,35.13939760915122,5.697963673065006,1.5996455387917847,1.2206876629501486,0.8784849402287804,39,40,39,22,0.55,35,38,28,0.875,0.95,0.7
0,1526,237.04936195420058,86.22217195029486,58.84953894863763,24.56736047956412,5.926234048855014,2.1555542987573717,1.4712384737159407,0.614184011989103,38,40,40,21,0.525,30,32,13,0.75,0.8,0.325
0,1527,145.50131463374834,128.07026988294717,25.145190689224,15.30047481198288,3.6375328658437085,3.2017567470736794,0.6286297672305999,0.382511870299572,40,40,39,7,0.175,39,18,29,0.975,0.45,0.725
0,1528,504.14228224263957,164.44800988212006,113.39710724116352,25.310243912286836,6.301778528032995,2.0556001235265007,1.417463840514544,0.31637804890358545,79,80,70,18,0.225,49,52,12,0.6125,0.65,0.15
0,1529,544.2340895185719,172.17469484472818,118.73506146984708,26.914237789896347,6.802926118982148,2.1521836855591023,1.4841882683730885,0.33642797237370436,80,80,72,18,0.225,49,53,12,0.6125,0.6625,0.15
0,153,164.02282505370528,137.19223919324367,26.224421348025167,15.898001015830157,4.100570626342632,3.429805979831092,0.6556105337006292,0.3974500253957539,38,40,37,20,0.5,39,24,17,0.975,0.6,0.425
0,1530,583.5642095734989,102.3845403747647,92.34878743479723,88.6033741437832,7.294552619668737,1.2798067546845586,1.1543598429349653,1.10754217679729,80,73,49,43,0.5375,41,62,1,0.5125,0.775,0.0125
0,1531,604.9962787006614,109.55934502797771,100.85396163561349,89.08493759981022,7.562453483758267,1.3694918128497213,1.2606745204451686,1.1135617199976278,79,76,76,49,0.6125,56,57,54,0.7,0.7125,0.675
0,1532,188.39758937431623,73.67036292799223,49.94185028936023,20.209606669503863,6.279919645810541,2.4556787642664077,1.6647283429786743,0.6736535556501287,30,30,10,19,0.6333333333333333,29,24,14,0.9666666666666667,0.8,0.4666666666666667
0,1533,618.0648589614626,111.17335798444142,102.30727147024947,90.28290113037343,7.725810737018283,1.3896669748055177,1.2788408933781183,1.128536264129668,80,75,78,52,0.65,59,65,58,0.7375,0.8125,0.725
0,1534,274.7393755530968,89.83868457515233,59.000455539756665,26.75701804348476,6.8684843888274205,2.245967114378808,1.4750113884939167,0.668925451087119,40,40,32,17,0.425,30,34,14,0.75,0.85,0.35
0,1535,154.46201391455776,130.79266559321167,28.105146197525748,15.971996637238092,3.861550347863944,3.2698166398302915,0.7026286549381437,0.3992999159309523,40,40,38,8,0.2,39,20,30,0.975,0.5,0.75
0,1536,467.8236233815815,157.07802984845142,108.30353714635255,23.885103000428757,5.847795292269769,1.9634753731056427,1.3537942143294068,0.29856378750535945,79,80,73,10,0.125,44,53,12,0.55,0.6625,0.15
0,1537,465.5814694888195,115.67032253744317,101.61762580931537,24.12112117307274,5.8197683686102435,1.4458790317180397,1.2702203226164421,0.30151401466340927,40,4,40,49,0.6125,16,40,5,0.2,0.5,0.0625
0,1538,489.08740477923504,119.50022596840161,104.8074600758153,24.981165145771566,6.113592559740438,1.49375282460502,1.3100932509476912,0.31226456432214456,40,4,40,13,0.1625,15,40,5,0.1875,0.5,0.0625
0,1539,224.06572789556316,79.91379931721086,52.272764448520334,22.62842447893847,5.601643197389079,1.9978449829302716,1.3068191112130083,0.5657106119734617,40,40,37,18,0.45,30,33,16,0.75,0.825,0.4
0,154,146.1563164481899,62.60804159448174,42.44540070909954,16.838797313937913,4.871877214939663,2.086934719816058,1.4148466903033179,0.5612932437979304,30,30,9,18,0.6,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,1540,176.90314629519946,70.85380976216311,47.954811909551196,19.292525322320465,5.896771543173315,2.3617936587387702,1.5984937303183733,0.6430841774106821,30,30,9,17,0.5666666666666667,29,24,20,0.9666666666666667,0.8,0.6666666666666666
0,1541,322.3709063418104,79.86039397489952,61.90547429238583,44.60618651540968,8.05927265854526,1.996509849372488,1.5476368573096457,1.115154662885242,39,40,39,30,0.75,35,36,32,0.875,0.9,0.8
0,1542,240.08658478240417,84.82455829161282,55.34292371466783,23.32739930887942,6.002164619560104,2.1206139572903204,1.3835730928666958,0.5831849827219855,40,40,27,20,0.5,30,33,15,0.75,0.825,0.375
0,1543,604.3898734022797,104.80499513487085,90.52016046827836,94.63864533525654,7.554873417528496,1.3100624391858857,1.1315020058534795,1.1829830666907069,80,67,63,48,0.6,51,40,52,0.6375,0.5,0.65
0,1544,397.2323344664309,126.91829626196893,54.937947898113684,39.7298168817347,6.620538907773849,2.115304937699482,0.9156324649685614,0.6621636146955783,60,59,54,39,0.65,45,45,29,0.75,0.75,0.48333333333333334
0,1545,409.1519549403432,129.34868826307846,56.01726995463202,40.59500102376784,6.81919924900572,2.1558114710513077,0.9336211659105337,0.6765833503961307,60,55,56,30,0.5,45,41,32,0.75,0.6833333333333333,0.5333333333333333
0,1546,151.4031108539065,133.0625266231782,26.04859562926044,16.00507746146757,3.7850777713476624,3.326563165579455,0.651214890731511,0.4001269365366893,40,40,38,7,0.175,39,19,28,0.975,0.475,0.7
0,1547,182.9629734499642,72.40195496185119,49.00237817514618,19.76415277448438,6.098765781665474,2.4133984987283728,1.633412605838206,0.6588050924828127,30,30,10,19,0.6333333333333333,29,24,19,0.9666666666666667,0.8,0.6333333333333333
0,1548,72.17988713965235,50.029106619719315,20.724960451759873,8.44494657056608,3.6089943569826177,2.5014553309859657,1.0362480225879938,0.422247328528304,20,20,2,16,0.8,19,7,3,0.95,0.35,0.15
0,1549,153.32510656917324,133.2902121244149,25.84794607213664,15.84363101976226,3.8331276642293313,3.3322553031103723,0.646198651803416,0.39609077549405647,40,40,39,4,0.1,39,18,31,0.975,0.45,0.775
0,155,397.2323344664309,126.91829626196893,54.937947898113684,39.7298168817347,6.620538907773849,2.115304937699482,0.9156324649685614,0.6621636146955783,60,59,54,35,0.5833333333333334,45,44,31,0.75,0.7333333333333333,0.5166666666666667
0,1550,242.65478800589432,83.71939045884005,57.93010068330849,22.965833295681666,6.066369700147358,2.0929847614710013,1.4482525170827123,0.5741458323920416,40,39,40,21,0.525,30,33,15,0.75,0.825,0.375
0,1551,169.30556582871546,147.9978044535071,28.5322366135173,17.918919127403424,4.2326391457178865,3.6999451113376773,0.7133059153379324,0.4479729781850856,40,39,33,20,0.5,39,20,36,0.975,0.5,0.9
0,1552,483.5971237104942,160.30551326657366,110.53481857069129,24.50677756403577,6.044964046381177,2.003818915832171,1.381685232133641,0.3063347195504471,79,80,74,11,0.1375,47,55,12,0.5875,0.6875,0.15
0,1553,513.2351988231077,120.92681955360773,107.91348556980947,26.627229589815773,6.415439985288846,1.5115852444200966,1.3489185696226182,0.33284036987269716,40,4,38,12,0.15,9,40,6,0.1125,0.5,0.075
0,1554,479.3224054640547,159.4629490004878,109.95245622729355,24.33006306876433,5.991530068300684,1.9932868625060975,1.3744057028411694,0.3041257883595541,79,80,73,15,0.1875,45,53,12,0.5625,0.6625,0.15
0,1555,489.55741669731486,161.5258313920687,111.37816676872067,24.73698303018425,6.119467708716436,2.019072892400859,1.3922270846090083,0.3092122878773031,80,80,73,13,0.1625,50,50,12,0.625,0.625,0.15
0,1556,692.7269636696151,120.20705405450343,110.36390735475601,96.696500559513,8.659087045870189,1.5025881756812929,1.3795488419344502,1.2087062569939124,76,80,78,43,0.5375,57,1,58,0.7125,0.0125,0.725
