,Al CN Avg,Al CN Max,Al CN Min,Al-Al NN1 BL Avg,Al-Al NN1 BL Max,Al-Al NN1 BL Min,Al-Ga NN1 BL Avg,Al-Ga NN1 BL Max,Al-Ga NN1 BL Min,Al-In NN1 BL Avg,Al-In NN1 BL Max,Al-In NN1 BL Min,Al-O NN1 BL Avg,Al-O NN1 BL Max,Al-O NN1 BL Min,Ga CN Avg,Ga CN Max,Ga CN Min,Ga-Al NN1 BL Avg,Ga-Al NN1 BL Max,Ga-Al NN1 BL Min,Ga-Ga NN1 BL Avg,Ga-Ga NN1 BL Max,Ga-Ga NN1 BL Min,Ga-In NN1 BL Avg,Ga-In NN1 BL Max,Ga-In NN1 BL Min,Ga-O NN1 BL Avg,Ga-O NN1 BL Max,Ga-O NN1 BL Min,In CN Avg,In CN Max,In CN Min,In-Al NN1 BL Avg,In-Al NN1 BL Max,In-Al NN1 BL Min,In-Ga NN1 BL Avg,In-Ga NN1 BL Max,In-Ga NN1 BL Min,In-In NN1 BL Avg,In-In NN1 BL Max,In-In NN1 BL Min,In-O NN1 BL Avg,In-O NN1 BL Max,In-O NN1 BL Min,O CN Avg,O CN Max,O CN Min,O-Al NN1 BL Avg,O-Al NN1 BL Max,O-Al NN1 BL Min,O-Ga NN1 BL Avg,O-Ga NN1 BL Max,O-Ga NN1 BL Min,O-In NN1 BL Avg,O-In NN1 BL Max,O-In NN1 BL Min,O-O NN1 BL Avg,O-O NN1 BL Max,O-O NN1 BL Min,id,xx,xy,xz,yx,yy,yz,zx,zy,zz
0,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,,5.514000898441902,5.747721932688993,5.397132591944927,3.5914029577631035,3.5987601145805512,3.5877236941784907,2.1716095475547297,2.1901806004141924,2.1623171069500295,6.0,6.0,6.0,,,,3.7556570695525924,5.732215338946641,3.3448984804850648,3.5990272879389975,3.6495317448765077,3.5523956138761634,2.1858927369778085,2.1901806004141924,2.1623171069500295,4.0,4.0,4.0,,,,2.689999244974223,4.44444285720998,2.1340682696108733,2.186115911812544,2.1995977140332874,2.1626453953866,3.0375196470286756,3.037524550292457,3.037513822913157,1679,10.12408584,-0.0012248,0.00306634,0.00155712,10.12408495,0.00667273,-0.00327537,-0.00690606,10.1242169
0,5.090909090909091,6.0,4.0,3.247252796859226,3.444809893659786,2.8942492034189016,,,,3.205032584314611,3.542288213898466,2.669393090566333,1.9699388708652337,2.0485876425972025,1.8777464468916092,,,,,,,,,,,,,,,,5.6,6.0,4.0,3.156872515280581,3.3607751536677157,2.990403570083792,,,,3.6517870657630325,5.30427584273167,3.09724934770378,2.012524224408072,2.0485854512335626,1.877746446891609,3.25,4.0,3.0,1.988367496942607,2.071899618035543,1.8503292712334614,,,,2.249950512710756,3.4430847137975378,1.7090346611601266,2.8578384739972376,2.8866252627213393,2.7874382386109113,168,9.8152447,-0.21219469,-0.82004075,4.97531958,2.93320292,-0.38444068,-1.45677839,-0.09109387,14.47902382
0,5.5,6.0,5.0,3.451433642413336,3.5526739664985802,3.3421265208702486,3.5574808531022795,4.80536342249468,3.236608743862865,3.438300714069321,3.552533498265627,3.3420892070236867,2.026226769659258,2.1388924247007495,1.9135611296949384,5.75,6.0,5.0,3.4446783666709844,3.4895993765738913,3.342014609470865,3.394638880154051,3.5527157297851204,3.236856564251294,3.4538844274642693,3.5527298441572173,3.341723887769618,2.082559583359261,2.138892424700748,1.9135611296949384,5.3,6.0,5.0,3.435190448938566,3.4895551881760327,3.236691350659008,3.4619767073026595,3.5528065541909637,3.236608743862865,3.415698237265425,3.553162074885016,3.2365308116821123,1.9811605146786746,2.138892424700749,1.9135611296949384,3.6666666666666665,4.0,3.0,2.192988475855944,4.217432648973178,1.8685204538974818,2.725750892325586,5.700564717443306,1.8685204538974818,2.3021458559729195,4.197234781230313,1.868520453897482,2.9107653970517013,2.9189668892253153,2.8943624419456526,1680,6.47184637,0.13351406,0.04405808,-3.35116448,5.53804413,0.01704764,-0.16379519,-0.18043875,24.17016728
0,,,,,,,,,,,,,,,,4.0,4.0,4.0,,,,3.4065495567006017,3.4702038205265806,3.320409330174576,3.5655108782693614,3.618443120046376,3.525156660702377,2.0120110856039286,2.0651846195460513,1.9854257463901748,5.6,6.0,4.0,,,,3.5991528152389236,3.8493651364437813,3.5057077476871243,3.411281073538935,3.4841710665278285,3.3585315658874215,2.1427131100374908,2.1831554848925463,2.0651881992576753,3.6666666666666665,5.0,3.0,,,,2.4427209089403314,3.6658998912988063,1.9605739593445173,2.1367681250697115,2.3291345450139223,2.0204423152130593,3.0824311653210184,3.138232598918879,3.021987396911299,1681,5.46872846,-0.01528519,-0.03267682,0.02582521,9.32475991,-0.0396356,0.05988657,0.04232245,9.94603129
0,6.0,6.0,6.0,4.649342561216712,4.649342561216712,4.649342561216712,3.2952088372110957,3.2952194544493647,3.295204685812475,,,,1.986025870322334,1.9860373429528941,1.9859965325157047,6.0,6.0,6.0,3.295208837211096,3.2952624601800644,3.295165359822442,3.3104095286491977,3.310436287093279,3.3103772946765355,,,,2.0116068763454282,2.01161916783337,2.011596030472389,,,,,,,,,,,,,,,,4.0,4.0,4.0,1.9860258703223341,1.9862201488070126,1.9859322726292543,2.0116068763454282,2.0116501604477386,2.0115371649060863,,,,2.7898629851378423,2.789881242898461,2.789842314969386,1682,9.2988384,0.0259706,-0.03222775,-0.02494726,9.29868668,0.02032835,0.03148366,-0.02112086,9.2983052
0,4.7272727272727275,6.0,4.0,3.3538471623515913,3.4664085863978404,3.1408590993362213,3.3993005015311297,3.568711813203359,3.1655278750319464,3.3972514642744893,3.5066524531126264,3.265509003266784,2.0189956436263725,2.120618027456954,1.9284757129685546,5.333333333333333,6.0,4.0,3.3765018420011645,3.4363897915510737,3.318413508221905,3.6216634855665273,5.391592187549809,3.1408590993362226,3.4149117471700294,3.54757328876019,3.3060481847957184,2.0686266469370937,2.120618027456954,2.005876378253471,5.066666666666666,6.0,4.0,3.398690248358157,3.5747289918671,3.3020276355263323,3.542617801968168,5.042017157269598,3.242501242868129,3.3708790697731916,3.4470153521894376,3.281361964585158,2.0302756082129587,2.120617758952581,1.9284747443982446,3.6666666666666665,5.0,3.0,2.42498582635156,4.773354189889231,1.884089399251743,2.8868267549873567,4.897301831284967,1.8840893992517433,2.2867111914329126,3.748528520097821,1.8965216322848002,3.0210360057987757,3.0741566624159957,2.965333200856001,1683,10.60350798,-0.02757872,-0.05142402,0.02334019,9.0566401,-0.02922307,0.04705479,0.03083409,9.68234689
0,5.555555555555555,6.0,4.0,3.0770821255007914,3.435063479386215,2.767307546012242,3.8317405722192968,5.3932385877942925,2.802651631620499,3.2732160755784436,3.562058667462694,2.908709134603481,2.017115868052712,2.0583365506864104,1.886629402210271,6.0,6.0,6.0,3.0483345019157904,3.1300080989127927,2.9666609049187884,3.101738808852495,3.1017388088524953,3.1017388088524944,3.2400331473104544,3.2780597617282354,3.2020065328926735,2.056734346082156,2.0583365479940237,2.055132144170288,4.8,6.0,4.0,3.307153123970192,3.449112810810236,3.0805424567655413,4.5146365647342055,5.473279469087444,3.1016245311081443,3.3170396074151123,3.378298472861036,3.290096589823301,1.9553115930173184,2.058334863131378,1.886629402210271,3.375,4.0,2.0,2.0774208912981,3.3424671856396784,1.8656386535656422,3.6253362738119175,6.608724293097782,1.9969716352792148,2.4571543607072024,4.211697635444461,1.7241980175824425,2.9248778848982613,2.9388534352481392,2.8866445360399253,1684,9.86439495,-0.19534237,-0.76328674,4.9945564,2.96106354,-0.35815769,-1.36960176,-0.08439162,14.53076454
0,6.0,6.0,6.0,2.8936842522060813,3.1277613132696676,2.7456145452476317,4.544090255493948,6.84090655897981,2.745614545247631,4.563638851378303,6.780038754239742,2.74561454524763,1.9888890448670966,1.988889054515856,1.9888890199191998,6.0,6.0,6.0,2.8268050969537635,2.8268050969537635,2.8268050969537635,,,,3.9735564903440874,3.9735564903440874,3.9735564903440874,1.988889054515856,1.988889054515856,1.988889054515856,6.0,6.0,6.0,2.7456145452476317,2.7456145452476335,2.7456145452476304,4.644950879871885,5.316345269399683,3.9735564903440874,2.9079956297261393,2.9079956297261393,2.907995629726139,1.9888890243296597,1.9888890243296597,1.9888890243296597,4.0,4.0,4.0,1.9888890454605002,2.008615424171977,1.9690972330625132,3.8654727835549187,6.101304676994349,1.9297679253305222,3.8654727956100956,5.8296871781145665,1.9888019567659454,2.750405548014088,2.7504136746100043,2.7503990766009885,1685,4.96038924,0.02041248,0.00254327,-2.49785896,4.28531755,-0.00519635,-0.00982601,0.0136759,13.43833152
0,5.142857142857143,6.0,4.0,3.457226778200174,3.6507317909244907,3.2926346630054746,3.9111027432693786,4.647760150002331,3.2458079850022084,3.4370392335319515,3.574129141296199,3.3051387160950063,2.055429639693941,2.117534482559926,1.9726231825392948,4.0,4.0,4.0,4.503410355591931,6.437133429818315,3.4223658460329855,7.017386276012377,8.373244643306592,6.339457092365269,3.4639447321196344,3.5631464423972687,3.392854066622302,1.9726231825392944,1.972623182539295,1.972623182539294,5.090909090909091,6.0,4.0,3.8209602981882687,6.100987176335799,3.2586464699556843,3.8590992926651357,5.077574439252996,3.245807985002209,3.4251657333244,3.574129141296198,3.3170048623135657,2.051665709823275,2.1175344825599263,1.972623182539294,3.3333333333333335,4.0,3.0,3.15575740325037,6.514563742560332,1.9215122097397126,3.5273101866871226,5.592777399682885,1.9215109897715619,2.0948802293199265,3.753246705056817,1.9215122097397117,3.0535250596693544,3.0883133572616996,2.990058006729412,1686,24.51274196,4.03e-06,-0.06466109,-7.55e-06,6.49161597,-6.1e-07,-1.734655,-8.73e-06,6.30383316
0,4.4,6.0,4.0,3.83319750450674,6.324947881751066,3.368412188766896,3.3750213226494736,3.5007088871352527,3.240594704546889,3.3212777397288056,3.403972758980734,3.156539316759646,1.9305158218087342,2.0501540075197786,1.9006062753809727,5.0,6.0,4.0,3.682377741618169,4.617832733578503,3.2124129531414805,3.3319507671448254,3.5471134329336933,3.2606322484596277,3.3432029090707522,3.516176807971553,3.1492895626639967,1.975380141450376,2.050154007519779,1.9006062753809723,5.6,6.0,4.0,3.3061992424586784,3.4039756408095823,3.1275390550223543,3.5057684437649477,4.957790112744439,3.1275390550223547,3.3852672905092382,4.640946856663296,3.1492889399866497,2.020244461092018,2.050154007519779,1.9006062753809725,3.3333333333333335,4.0,3.0,2.537506557499807,4.725202882762219,1.8741325913845932,2.520890901666919,4.83413202004101,1.874133716133241,2.2556826210960805,3.680001332865503,1.8741325913845928,2.9591923866313667,2.989463688897749,2.9006038779337704,1687,24.51432683,1.347e-05,-0.03506022,-1.605e-05,6.25507811,1.737e-05,-1.54126356,-4.93e-06,5.93656783
0,,,,,,,,,,,,,,,,6.0,6.0,6.0,,,,3.519317171196357,3.7616607545419503,3.4299395663681467,3.521337698885726,3.5548035763339247,3.4954565826761805,2.13442294296852,2.142212286902769,2.1149470866394453,6.0,6.0,6.0,,,,3.5221559777053546,3.588354238060218,3.4651227652436107,3.516763934714791,3.6041648927992997,3.429942271989251,2.136151210567723,2.1422122869027693,2.1149470866394458,4.0,4.0,4.0,,,,2.133308328653815,2.195779326073749,2.0872831371693192,2.1355665511483286,2.1957793260737484,2.087283137169318,2.970988026486823,2.970996919908671,2.970977910025229,1688,9.90239511,0.00670508,-0.00756147,-0.00607259,9.90241195,0.01096331,0.00716301,-0.01142321,9.9023093
0,4.0,4.0,4.0,,,,3.808586336790227,3.808586336790227,3.808586336790227,3.7376335670521468,3.7376335670521468,3.7376335670521468,2.0697191817922005,2.0697191817922005,2.0697191817922005,5.0,6.0,4.0,3.808586336790226,3.9821191640500846,3.6350535095303678,7.3264734292550004,7.3264734292550004,7.3264734292550004,3.4352467575797774,3.7229792731204645,3.1475142420390902,2.148470881876596,2.227222581960991,2.0697191817922005,5.6923076923076925,6.0,4.0,5.38230604554858,7.586658529189246,3.6353812219923367,3.565004149447993,3.9577122639936637,3.011232329612645,3.3051557430322753,3.8892471996276816,3.134559109579729,2.201431961421706,2.2406606137854093,2.0837598152611383,3.6666666666666665,4.0,3.0,4.838740949810711,7.992053920555202,2.042165251657512,3.361734023987827,5.48820110696998,2.042165251657513,2.2071857770515018,2.2508416763420303,2.1771352721119848,3.1820946226701814,3.240331415503343,3.129829908593403,1689,6.44918462,-0.04506745,0.02576757,-3.18482492,5.60819257,-0.00272655,-0.05991069,-0.02623324,15.56918248
0,6.0,6.0,6.0,3.6873514438142445,3.8009159455959733,3.544730694992199,2.850149344386287,2.9559916370642245,2.779587819174517,3.156206492769246,3.690011974220162,2.7795878191745165,2.0191821241312002,2.019182138361885,2.019182104492865,6.0,6.0,6.0,2.850149344386287,2.9559916370642245,2.7795878191745165,3.8742220066609825,5.607545439105726,3.1777205264142303,3.914233335813642,5.388831030443503,2.7795878191745165,2.0191821302224637,2.019182138361885,2.019182104492865,6.0,6.0,6.0,3.022755122406517,3.1777205166936637,2.8677897281193703,3.2902518823852454,3.8009159455959733,2.779587819174517,5.388830984992676,5.388830984992676,5.388830984992676,2.019182123133726,2.019182138361885,2.019182107905568,4.0,4.0,4.0,2.0289912610147214,2.0782086675507094,1.9602693698223816,2.0322609790969626,2.078208667550709,1.9601968705891166,2.622152481985918,4.0558248397608345,1.9602943472482395,2.790408654177306,2.790419676341498,2.7903985943944165,169,5.04288685,0.02848677,0.002912,-2.5459848,4.35265152,-0.00752972,-0.00958606,0.01955069,13.60460599
0,5.25,6.0,4.0,3.2403295992684877,3.436231424177329,2.9123363939956395,3.1880612872368017,3.448965637279737,2.9226874398708618,4.656673756607286,6.74461159549731,3.3679603573014925,1.9524860369015415,2.015000900672708,1.8501196159020472,5.428571428571429,6.0,4.0,3.205848183201226,3.4588717571905994,3.0581481843656455,3.225538022926515,3.408226072357581,3.0778370161219044,4.639836876470746,6.735920639921613,3.377812636412417,1.967283107920148,2.0150009137936586,1.8501196515277323,4.0,4.0,4.0,3.426738094124583,3.426738094124583,3.426738094124583,3.4328821447253426,3.4328821447253426,3.4328821447253426,,,,1.8501196163403855,1.8501196163403855,1.8501196163403855,3.5,4.0,3.0,2.032745417302021,3.4305331416190232,1.8737988704639092,2.049170173824052,3.4965791220394498,1.839695485003922,4.3849099538023815,7.345888781618589,1.83969553235942,2.8851927151526557,2.9042041182800187,2.8788218460521464,1690,10.11735059,0.08528534,-0.0008313,5.03417647,2.93699226,-0.01330019,-0.37107546,0.05608526,14.20239584
0,5.466666666666667,6.0,4.0,3.0876703631469256,3.3398285480913756,2.8983976450547213,4.386036573490722,6.625476583155186,3.284065181797708,,,,1.9198954752654183,1.9629510984638587,1.802717023898534,4.0,4.0,4.0,3.3397281738460713,3.3397281738460713,3.3397281738460713,,,,,,,1.8027170587016257,1.8027170587016257,1.8027170587016257,,,,,,,,,,,,,,,,3.5833333333333335,4.0,2.0,1.9337725781982391,1.9635620721210651,1.9088609834620138,4.280691439156377,7.147430607053085,1.7760941471626526,,,,2.812623384218478,2.8310917247926684,2.8063397465633053,1691,9.70334235,-0.04260401,-0.0732999,4.86425096,2.83560015,-0.03390121,-0.14502479,-0.01353414,13.88149999
0,5.333333333333333,6.0,5.0,3.3884805432328573,3.4922513377569038,3.284709748708811,3.7555525845118805,4.5625383052738675,3.2435983596012954,3.5862019657423843,3.5898080392180014,3.5824145638498717,2.168980489062253,2.2124690542479972,2.1472359362424447,5.666666666666667,6.0,5.0,5.509633453078446,6.686325879076213,3.352059724130887,4.313689967837052,6.020191742925725,3.4604390802927147,3.5032490412267023,3.5528808043206563,3.466077383132233,2.1624245974105336,2.1700232920061775,2.1472282946634333,5.1923076923076925,6.0,4.0,4.10712213150668,6.458932680846722,3.2847210610673767,4.174120345447322,6.401872911739367,3.243599175460298,3.5305457894193752,3.572397347730684,3.445341816437579,2.1285046240400067,2.212471551134392,2.012192030160593,3.6666666666666665,5.0,3.0,3.891199816419737,5.99625660321564,1.9704442511100573,3.6881987205196016,5.583310241971864,1.9703677768184624,2.139258421552274,2.410878146331173,2.0168345668014425,3.151937429496394,3.2071699690764093,3.094079190024768,1692,11.10165772,-0.01482534,-0.06517881,0.01231639,9.44475011,-0.04433555,0.05970508,0.04713307,10.0693044
0,6.0,6.0,6.0,3.5653291386972907,3.8433743301516854,3.165229831805374,3.739145079336565,5.588797557472558,2.7710944545906337,3.033851369514744,3.386467648344754,2.7710944545906337,2.011607862306723,2.0116078749873108,2.0116078407729883,6.0,6.0,6.0,2.8143188423451866,2.857543234928314,2.7710944545906337,3.428150972956163,3.6910721138329206,3.165229831805374,3.8433743264564018,4.010431972125941,3.6763166733962964,2.0116078654770244,2.0116078749873108,2.0116078407729883,6.0,6.0,6.0,2.857543230099739,2.857543234928314,2.857543225271164,3.8433743264564018,3.8433743301516854,3.843374322761118,5.806886993614449,5.80688699361445,5.806886993614448,2.0116078597929437,2.0116078749873103,2.011607844598577,4.0,4.0,4.0,2.0246948978729873,2.0706927805064423,1.9918945500849004,2.701636722320959,4.042597518859395,1.9919001198348372,2.5373028877706565,3.5889495094285744,1.9526618321978633,2.780406741793357,2.780417045487427,2.7803975727449046,1693,5.02226245,0.02646819,0.00281982,-2.53395334,4.33581803,-0.00694638,-0.00964605,0.018082,13.56303737
0,3.4285714285714284,4.0,3.0,3.3026331359530006,3.382389845074633,3.208474387612604,,,,4.1202219091265135,6.179055549846986,3.0595844225036823,1.887808906690667,1.9625873967732854,1.8317250391287025,,,,,,,,,,,,,,,,4.0,4.0,4.0,3.208474387612604,3.208474387612604,3.208474387612604,,,,,,,1.962587396773285,1.962587396773285,1.962587396773285,2.3333333333333335,3.0,2.0,1.8852621393446214,1.9614291502781869,1.8072293296081916,,,,3.6806069531834815,5.97150670668612,1.8995927091256886,2.81873330496332,2.8590980069517244,2.757000039069807,1694,11.98965168,-1.83e-06,0.03071795,-1.178e-05,2.99508091,4.445e-05,-1.45615846,-1.7e-07,5.64132614
0,6.0,6.0,6.0,3.197095759080317,3.3355391256720965,3.0586523924885363,,,,3.4144573672250624,3.845480927626188,2.9834338141588703,2.1265038931244877,2.1265039070241953,2.1265038792247792,,,,,,,,,,,,,,,,6.0,6.0,6.0,4.214178024025098,5.907817353817361,2.9834338141588703,,,,3.207633227670625,3.335539140837483,3.058652401134543,2.126503900691887,2.126503909492891,2.1265038767575706,4.0,4.0,4.0,3.4287249712718006,6.169081512396113,2.126427304404703,,,,2.4407372345874125,4.011913036227157,2.1264273044047037,2.9235081388495,2.923519966595314,2.923498909131461,1695,5.32251934,0.05488956,0.01039984,-2.7086756,4.58156582,-0.0166826,-0.0291898,0.03597128,14.20675216
0,6.0,6.0,6.0,3.6628750318624914,3.816135410443472,3.3364094544493583,,,,3.5420987122956853,3.648953500774279,3.4890448487762407,2.173172215332443,2.173175476359678,2.173170117146235,,,,,,,,,,,,,,,,6.0,6.0,6.0,3.8794038312584496,6.098164659678696,3.3188971158752802,,,,3.5727168767009747,3.6401949648569962,3.499632584430859,2.164669218540739,2.173175476359678,2.1455327233566215,4.0,4.0,4.0,3.2545857283049586,5.560874666678882,2.1175030680786775,,,,2.164382206562128,2.1864858927424864,2.131528077090401,3.013935467672667,3.0139396851715525,3.0139296556308794,1696,10.04552142,-0.00015735,0.00250107,0.00027625,10.04536421,0.00645617,-0.00264964,-0.00655661,10.04568289
0,6.0,6.0,6.0,3.7834226546617535,4.857342945723189,3.246462509131036,3.2409468779498103,3.2607569351539887,3.2301379757914517,,,,2.0134320925944316,2.040303943412001,1.9999955030584664,4.769230769230769,6.0,4.0,3.2065888855073554,3.3907041462248064,2.976210339658008,3.279238172580509,3.3010203502742437,3.245509019114189,,,,1.943134182301254,2.040306071602252,1.855165912577635,,,,,,,,,,,,,,,,3.6666666666666665,5.0,3.0,2.531349422636416,3.7806119360690267,1.8530091281554244,1.9750748225665653,2.2124033381317805,1.8551612587197122,,,,2.8833653930969874,2.935898727626923,2.8264179251368398,1697,5.07825161,-0.03197876,-0.02462727,0.05456733,8.72552979,-0.01627026,0.04510426,0.01742244,9.34435729
0,6.0,6.0,6.0,,,,3.621460740074774,3.621460740074774,3.621460740074774,3.624101557325241,3.624101557325241,3.624101557325241,2.2053363174050298,2.2053363174050298,2.2053363174050298,6.0,6.0,6.0,3.6214607400747747,3.8570995774360672,3.3858219027134817,6.109254767084545,6.109254767084545,6.109254767084544,3.6178027511461535,3.645282942179104,3.5903225601132034,2.191309494646972,2.2053348722791157,2.177284117014828,6.0,6.0,6.0,5.307145476364469,8.82837248595425,3.3680295929401445,4.404446623049314,6.800135279197222,3.3679771032676333,3.621268610523698,3.6730167767940847,3.5754271228732444,2.198564275082956,2.2053363174050298,2.177284117014828,4.0,4.0,4.0,4.7840834192136645,6.7424067438019515,2.1488257144727694,4.038935563817119,6.286619526870618,2.1488476982958744,2.1985707353328463,2.2335697844327465,2.1630445631245445,3.0585392735957773,3.058543898423557,3.0585337589677186,1698,10.1941258,-0.0040206,0.00695756,0.00420478,10.19409221,0.00502767,-0.00708547,-0.00515389,10.19434325
0,6.0,6.0,6.0,3.1157930116446964,3.563323501182271,2.892027766875909,5.571660467788217,7.150964052038637,3.713510499665298,3.0702041212228885,3.1058394004659853,2.9989335836709463,2.1152247283827905,2.1152247395302965,2.115224706087778,6.0,6.0,6.0,3.713510499665298,3.8636974650125673,3.563323534318028,3.105839400465985,3.1058394004659853,3.1058394004659844,2.892027766875909,2.8920277668759096,2.8920277668759087,2.1152247375186084,2.115224737518609,2.1152247375186084,6.0,6.0,6.0,3.7204377940878275,5.623493073206785,2.8920277668759082,4.409991319452039,7.150964052038638,2.8920277668759082,3.1449155832842837,3.56332350118227,2.8920277668759082,2.1152247251973444,2.1152247395302965,2.115224706087778,4.0,4.0,4.0,2.7406456620859845,4.227825038008693,2.0561352629211234,4.084674033127138,6.147368057558996,2.1151592231803273,2.1217835357000445,2.1743113420570594,2.0561352629211234,2.9183788464967404,2.918391858575962,2.9183682064035192,1699,5.29997573,0.0528441,0.00925941,-2.69559717,4.56305251,-0.01583769,-0.02585252,0.034948,14.15489119
0,5.482758620689655,6.0,5.0,3.304639754958319,3.3333255559503447,3.2880293213896303,5.0409611536171575,9.22629562826171,3.0616108690659525,6.973432224998917,12.121788322264775,3.0616108690659525,1.9291462784372557,2.0358332186464794,1.8295718083129628,6.0,6.0,6.0,3.295589964257227,3.303150588048738,3.288029340465716,6.615151853833838,6.615151853833839,6.615151853833837,4.008392389778772,4.59266390562726,3.4241208739302835,2.0358332107132835,2.0358332186464794,2.035833202780087,5.0,5.0,5.0,3.2880293213896303,3.2880293213896303,3.2880293213896303,3.4241208739302835,3.4241208739302835,3.4241208739302835,,,,1.8295718083129633,1.8295718083129633,1.8295718083129633,3.6666666666666665,4.0,3.0,1.9265618746030186,2.0358332027800867,1.767623481426932,4.6368988942631635,9.313878800692475,2.035406419026157,6.571326609119691,12.249393011852268,1.7674344566735136,2.7777376314425353,2.7857895771498984,2.761633759396334,17,6.11157531,0.37755937,0.09037078,-3.38358844,5.10377836,-0.00749267,-0.33614962,-0.19280463,23.45450833
0,6.0,6.0,6.0,2.7597072523250064,2.8132915538482375,2.7329151015633903,3.186947089009644,3.6347765763308124,2.8936679873143665,,,,1.979271902427693,1.9792719094866218,1.9792718753339662,6.0,6.0,6.0,3.1869470923248806,3.634776570444854,2.893668006133083,2.7597072491885544,2.8132915444388793,2.7329151015633903,,,,1.9792718924098847,1.979271909486622,1.9792718753339666,,,,,,,,,,,,,,,,4.0,4.0,4.0,1.9662064767748153,2.038111176485639,1.9203275357856548,1.9662064650875781,2.0381111764856406,1.9203275357856557,,,,2.737245033059251,2.7372550174517576,2.737235488130197,170,4.93592642,0.01834012,0.0003546,-2.48373356,4.26512442,-0.00408986,-0.00309147,0.01309803,13.37617819
0,6.0,6.0,6.0,3.0318443226692526,3.3443050228195657,2.74140836967407,3.0314341969225898,3.643702737026378,2.741408369674068,,,,1.9868438280574932,1.9868438295304205,1.9868438258481025,6.0,6.0,6.0,2.9862920890630638,3.7435019810160814,2.741408369674068,2.8548685369224374,3.124985489968309,2.741408369674068,,,,1.9868438102146833,1.9868438295304207,1.9868437957285467,,,,,,,,,,,,,,,,4.0,4.0,4.0,1.9901081238900997,2.0457820439072147,1.927950225729674,1.9835795160035623,2.045648415831011,1.9279502257296732,,,,2.747244279983393,2.747254996701866,2.747233829423606,1700,4.95655083,0.02035869,0.00044678,-2.49576501,4.28195792,-0.00467321,-0.00303149,0.01456673,13.4177468
0,5.416666666666667,6.0,5.0,3.484399289145737,3.5532548410788145,3.3938788707329053,3.4225820831936917,3.5530682836567933,3.234823561094057,3.413785541070188,3.552817797272604,3.2351480435541773,2.006931944339856,2.1381700686103,1.9131904363291365,5.636363636363637,6.0,5.0,3.428079438399834,3.473400358842997,3.3411309519980557,3.467634345515947,3.55328888957624,3.340824884256854,3.4637077516021564,3.552957980697072,3.393921606183464,2.0563592783996065,2.1381700686103,1.9131904363291372,5.444444444444445,6.0,5.0,3.425103460406578,3.4733192382279663,3.3408804656138655,3.4562289872873926,3.552897467792272,3.393680495758862,3.470435004680215,3.553288889576237,3.234823561094057,2.013181380383143,2.1381700686103002,1.913190436329137,3.6666666666666665,4.0,3.0,2.2301798789493756,4.196171426246264,1.867538904629968,2.2923822585021987,4.174398890120452,1.8675389046299682,2.3965135304413683,4.2454685192492745,1.867538904629968,2.9100223900335287,2.91822924854606,2.893608697759895,1701,6.46911002,0.09305124,0.04142834,-3.3147173,5.55596734,0.01449219,-0.15475722,-0.16168091,24.17718038
0,3.3333333333333335,4.0,3.0,4.14432778589872,5.842657789237325,3.2951627842294164,3.344336773763168,3.410388921425883,3.2410390127368562,,,,1.8940133757630182,1.991998401088981,1.8450208631000364,3.6,4.0,3.0,3.353473712248784,3.4779480176748985,3.241039012736856,3.268100898483136,3.3190902029657225,3.199995735905053,,,,1.9332073858934031,1.991998401088981,1.8450208631000364,,,,,,,,,,,,,,,,2.3333333333333335,3.0,2.0,2.3895928530057193,3.414582426864836,1.8361842148854108,2.0589610880884055,3.3720250062926205,1.8366667190087909,,,,2.8482985241804717,2.8891047819223927,2.787298061240569,1702,12.2659422,1.1e-05,-0.00643423,-1.151e-05,3.03120355,1.522e-05,-1.3797528,-1.86e-06,5.63389548
0,5.037037037037037,6.0,4.0,3.1933473598471864,3.260133661744732,3.093339276344413,4.17704764012902,6.1967954947061035,3.0282393767356837,3.907860460341146,5.931508167954402,2.9158874270083928,1.9226794985749893,1.9999165312263105,1.818498553736391,4.0,4.0,4.0,3.2487351599538066,3.2487414745077223,3.2487288453998913,3.0282957907884134,3.0282957907884134,3.0282957907884134,3.185285659746577,3.185417677858207,3.1851536416349466,1.818502461111005,1.818506368485619,1.818498553736391,5.333333333333333,6.0,4.0,3.169513937404613,3.2108384966025936,3.148580284663401,3.5374189862612533,4.2416856392906075,3.1851536416349466,3.043936471120117,3.144542029608661,2.9433309126315734,1.9373619290213953,1.9603304243139175,1.8914257188234767,3.6666666666666665,5.0,3.0,1.945920829123405,2.263841741348291,1.8184857580375275,3.922964340122643,6.499707595466779,1.781896523443153,3.576218882244641,6.276835480437342,1.7713633179761963,2.8490542187210477,2.8993882067239607,2.7962055724296238,1703,9.95388203,-0.03281136,-0.02883614,0.02796285,8.54267336,-0.00923726,0.02626026,0.00902402,9.17350068
